"","Year","LifeExpectancy","Alcohol","TotalExpenditure","HepatitisB","Measles","Polio","BMI","HIV/AIDS","GDP","Schooling","HDI_Income"
"1464",2010,74.9,1.58,81,12,63.5,75,7.19,0.1,8763.826274,0.752,13.3
"1465",2009,74.7,1.62,81,22,63,75,7.42,0.1,84.268878,0.746,13.2
"1466",2008,74.5,1.67,81,24,62.5,75,8.7,0.1,712.775759,0.74,13.1
"1467",2007,74.4,1.72,8,373,61.9,75,8.9,0.1,614.271115,0.731,12.9
"1468",2006,74.1,1.82,78,956,61.4,75,8.83,0.1,5372.65899,0.733,13.2
"1469",2005,73.9,1.94,77,618,6.8,74,8.42,0.1,5339.441291,0,13.7
"1470",2004,73.7,2.1,75,213,6.2,74,8.91,0.1,5424.22356,0,14.2
"1471",2003,73.5,2.19,74,526,59.7,74,9.3,0.1,5425.6697,0,14.8
"1472",2002,73.2,1.98,77,36,59.1,77,1.5,0.1,5436.595223,0,15.2
"1473",2001,73,2.19,8,8,58.6,8,1.9,0.1,5253.122599,0,15
"1474",2000,72.7,2.26,83,5,57.9,83,1.86,0.1,5334.93329,0,14.9
"1475",2015,53.7,NA,93,0,32.6,9,NA,9.3,173.82893,0.495,10.7
"1476",2014,52.1,0.01,93,0,32,9,1.62,9.4,1174.839214,0.491,10.8
"1477",2013,52.1,0.01,93,516,31.4,9,11.7,9.6,1196.1335,0.484,11.1
"1478",2012,52.2,0.01,95,179,3.8,93,11.14,9,1281.516,0.479,11
"1479",2011,52.3,2.39,96,172,3.2,95,11.79,10.5,1352.38433,0.469,11
"1480",2010,51.1,2.71,93,2488,29.7,92,1.87,13.4,1173.26212,0.464,10.9
"1481",2009,49.4,2.75,91,0,29.2,89,9.8,18.2,923.136931,0.453,10.8
"1482",2008,47.8,2.75,88,0,28.8,86,8.85,27.3,934.428563,0.447,10.7
"1483",2007,46.2,2.69,9,2,28.3,87,8.47,30,918.432717,0.44,10.6
"1484",2006,45.3,2.61,91,1,27.9,88,7.12,34.1,915.775754,0.437,10.7
"1485",2005,44.5,2.67,87,0,27.4,88,6.3,34.8,862.9463118,0.437,10.7
"1486",2004,44.8,1.8,6,31,26.9,89,6.96,34.6,781.5145936,0.439,10.7
"1487",2003,45.5,1.99,17,1,26.4,9,7.13,33.8,63.636279,0.44,10.5
"1488",2002,46.4,2.95,NA,0,25.9,84,6.91,32.5,47.89395,0.446,10.4
"1489",2001,47.8,2.86,NA,217,25.4,78,7.53,31.2,437.819184,0.443,10.3
"1490",2000,49.3,3.1,NA,660,24.9,82,6.92,29.8,474.8197876,0.445,9.6
"1491",2015,61.4,NA,52,1060,27.3,52,NA,0.9,452.38717,0.427,9.9
"1492",2014,58.1,0.01,5,34,26.7,49,1.4,0.9,458.4651734,0.426,9.9
"1493",2013,61.1,0.01,76,0,26.1,75,9.25,1.1,454.1222236,0.419,9.8
"1494",2012,67,0.01,8,43,25.6,8,1.19,1.2,415.361958,0.416,9.6
"1495",2011,62,3.72,77,279,25,77,11.23,1.5,379.689583,0.406,9.5
"1496",2010,59.7,3.64,47,2200,24.5,71,11.87,1.8,327.42597,0.403,9.6
"1497",2009,59.2,3.75,64,6,24,84,14.39,2.1,33.667491,0.4,9.7
"1498",2008,58.6,3.88,64,1,23.4,79,11.83,2.4,232.61732,0.394,9.8
"1499",2007,57.9,4.03,NA,1,22.9,67,1.24,2.8,21.3733292,0.383,9.9
"1500",2006,56.7,4.05,NA,20,22.4,66,1.9,3,178.92799,0.377,10
"1501",2005,55.3,4.19,NA,8,22,66,8.4,3.1,168.648254,0.372,10.1
"1502",2004,54,4.24,NA,4,21.5,47,8.77,3.2,149.4452549,0.335,10.2
"1503",2003,50,4.21,NA,142,21.1,49,3.44,3.2,133.494518,0.373,10.3
"1504",2002,56,4.27,NA,131,2.7,51,5.43,3.1,177.285187,0.376,10.4
"1505",2001,51.5,4.4,NA,1379,2.4,54,6.41,3.1,174.1815473,0.386,10.5
"1506",2000,51.9,4.46,NA,5977,2.2,56,5.91,3.1,183.4149991,0.338,8.7
"1507",2015,72.7,NA,97,82,64.8,97,NA,0.1,NA,0.719,13.4
"1508",2014,72.4,0.01,94,372,63.8,94,4.97,0.1,NA,0.73,13.4
"1509",2013,72.9,0.01,96,0,62.8,96,4.33,0.1,NA,0.735,13.4
"1510",2012,72.9,0.01,98,320,61.8,98,4.3,0.1,NA,0.706,13.7
"1511",2011,71.3,0.01,98,0,6.9,98,4.77,0.1,562.549434,0.756,14
"1512",2010,72.8,0.01,98,0,59.9,98,3.5,0.1,1212.56217,0.755,14.3
"1513",2009,72.7,0.01,98,329,59,98,3.16,0.1,1296.97353,0.757,14.6
"1514",2008,72.6,0.01,98,8,58.2,98,2.4,0.1,14396.4865,0.757,14.8
"1515",2007,72.5,0.01,98,59,57.4,98,2.63,0.1,1138.56661,0.756,15.1
"1516",2006,72.2,0.01,98,1,56.7,98,2.51,0.1,9344.987518,0.752,15.4
"1517",2005,71.9,0.01,97,292,56,98,2.71,0.1,8171.361651,0.748,15.7
"1518",2004,71.5,0.01,99,2771,55.3,97,3.46,0.1,586.8364,0.747,15.9
"1519",2003,71.3,0.01,96,0,54.6,95,4.6,0.1,4676.96753,0.74,16
"1520",2002,71.1,0.01,91,3890,54,93,4.57,0.1,375.442638,0.736,15.8
"1521",2001,71,0.01,93,633,53.4,94,4.6,0.1,6269.58123,0.732,15.7
"1522",2000,78,0.01,92,0,52.8,94,3.41,0.1,7145.628494,0.727,15.5
"1523",2015,73.6,NA,94,50,62.4,93,NA,0.1,14252.42853,0.846,16.5
"1524",2014,73.4,15.19,94,11,61.9,93,6.55,0.1,16554.97139,0.841,16.5
"1525",2013,73,15.04,93,35,61.4,93,6.59,0.1,15712.82376,0.834,16.4
"1526",2012,73,15.14,93,0,6.9,93,6.67,0.1,14341.836,0.83,16.5
"1527",2011,72.8,12.66,95,7,6.5,92,6.86,0.1,14357.73679,0.826,16.7
"1528",2010,72.4,12.9,94,2,6,95,7.9,0.1,11984.86857,0.824,16.8
"1529",2009,72.2,12.4,95,0,59.7,98,7.53,0.1,11837.3913,0.825,16.6
"1530",2008,71.1,13.3,96,1,59.3,96,6.61,0.1,14961.56818,0.82,16.5
"1531",2007,72,13.4,96,0,59,95,6.22,0.1,12297.91535,0.812,16.4
"1532",2006,76,12.7,95,1,58.7,94,6.2,0.1,924.642548,0.807,16.4
"1533",2005,78,12.3,95,1,58.4,93,5.83,0.1,7863.1629,0.798,16.2
"1534",2004,71.6,12.1,94,1,58.1,9,5.67,0.1,676.966998,0.792,16.3
"1535",2003,71.6,11.29,95,1,57.8,91,6.46,0.1,555.535669,0.78,15.8
"1536",2002,71.4,11,94,103,57.5,97,6.4,0.1,4146.987928,0.77,15.3
"1537",2001,71.2,10.2,95,7,57.2,97,6.26,0.1,353.147337,0.757,14.7
"1538",2000,71.6,9.87,98,19,56.9,92,6.46,0.1,3297.35471,0.745,14
"1539",2015,82,NA,94,0,61.3,99,NA,0.1,1199.8223,0.896,13.9
"1540",2014,81.7,11.12,94,0,6.9,99,6.94,0.1,119172.7418,0.892,13.9
"1541",2013,81.4,11.02,94,0,6.5,99,7.1,0.1,113751.85,0.892,13.9
"1542",2012,81.1,11.34,94,2,6.1,99,7.18,0.1,16749.136,0.892,13.9
"1543",2011,88,11.5,95,6,59.6,96,7.34,0.1,115761.577,0.894,13.9
"1544",2010,86,11.36,94,0,59.2,96,7.68,0.1,14965.361,0.884,13.7
"1545",2009,83,11.42,95,0,58.8,96,8.11,0.1,13198.6693,0.888,13.5
"1546",2008,80,11.53,94,1,58.4,96,7.34,0.1,114293.8433,0.887,13.5
"1547",2007,79.7,11.75,87,0,57.9,96,6.8,0.1,1618.4928,0.877,13.5
"1548",2006,79.4,11.98,95,8,57.5,99,7.75,0.1,89739.7117,0.88,13.5
"1549",2005,78.8,11.84,95,0,57,99,7.95,0.1,8289.69641,0.874,13.5
"1550",2004,78.7,12.42,94,0,56.4,99,8.2,0.1,75716.3518,0.867,13.5
"1551",2003,78.6,12.61,95,1,55.8,99,7.67,0.1,65445.8853,0.865,13.6
"1552",2002,78.3,12.91,95,0,55.2,99,8.27,0.1,5293.64115,0.86,13.5
"1553",2001,78,12.89,86,0,54.6,99,7.4,0.1,48179.4285,0.854,13.4
"1554",2000,77.8,13.14,77,0,54,99,7.48,0.1,48735.99549,0.848,13.5
"1555",2015,65.5,NA,69,3,2.5,71,NA,0.3,41.8575951,0.511,10.3
"1556",2014,65.1,0.01,73,3,2,73,3.4,0.3,452.4631926,0.509,10.3
"1557",2013,64.7,0.87,74,6,19.5,73,4.15,0.4,461.723722,0.508,10.3
"1558",2012,64.3,0.87,7,2,19,71,3.46,0.4,443.9611,0.506,10.2
"1559",2011,63.8,0.97,73,0,18.5,73,4.24,0.4,454.963464,0.504,10.2
"1560",2010,63.3,1.03,7,1,18,7,4.86,0.5,412.739341,0.503,10.2
"1561",2009,62.8,0.91,77,0,17.6,76,4.7,0.5,415.6893226,0.5,9.7
"1562",2008,62.3,0.68,77,3,17.1,77,4.5,0.5,47.733254,0.491,9.4
"1563",2007,61.9,0.71,84,0,16.7,83,4.98,0.6,377.8482928,0.483,9.1
"1564",2006,61.4,0.68,82,2,16.3,83,5.11,0.6,292.157443,0.478,9
"1565",2005,69,0.72,81,0,15.8,8,5.3,0.6,274.819723,0.473,8.9
"1566",2004,64,0.81,71,35558,15.4,74,4.89,0.6,245.1235876,0.466,8.7
"1567",2003,59.9,0.93,61,62233,15,65,4.81,0.7,316.7998965,0.457,8.5
"1568",2002,59.3,0.9,51,10795,14.7,61,5.29,0.7,262.2859481,0.462,8.3
"1569",2001,58.7,1.05,NA,9357,14.3,6,5.17,0.7,278.555732,0.456,8.2
"1570",2000,57.9,1.16,NA,35256,13.9,58,5.8,0.6,245.939659,0,8
"1571",2015,58.3,NA,88,0,19.6,88,NA,4.8,362.6575444,0.473,10.8
"1572",2014,57.6,0.01,91,3,19.2,87,11.38,5.1,354.7253961,0.466,10.7
"1573",2013,56.7,0.01,89,1,18.8,89,1.96,6.3,332.922339,0.459,10.7
"1574",2012,55.3,0.01,96,11,18.4,95,12.6,8.3,374.51882,0.454,10.7
"1575",2011,54.1,1.23,97,26,18,97,11.67,11.2,512.125451,0.444,10.6
"1576",2010,52.9,1.08,93,118712,17.6,86,1.5,13.7,458.8681744,0.43,10.2
"1577",2009,51.5,1.16,93,21,17.3,93,1.18,14.9,42.7379657,0.415,9.9
"1578",2008,50,1.27,91,20,16.9,92,1.7,16.9,372.842678,0.4,9.6
"1579",2007,48.5,1.18,87,143,16.6,88,9.31,19.3,32.2227274,0.387,9.7
"1580",2006,47.1,1.18,99,1,16.2,99,8.99,21.1,297.6971211,0.377,9.6
"1581",2005,46,1.04,93,184,15.9,94,8.2,22.4,28.3673842,0.371,9.7
"1582",2004,45.1,1.11,89,1116,15.5,94,7.82,23.4,274.2256294,0.366,10
"1583",2003,44.6,1.08,84,167,15.2,85,6.35,24.2,26.152517,0.362,10.3
"1584",2002,44,1.1,64,92,14.8,79,4.82,24.7,29.9798977,0.388,10.4
"1585",2001,43.5,1.15,NA,150,14.4,86,5.7,25.1,146.7615397,0.387,10.1
"1586",2000,43.1,1.18,NA,304,14.1,73,6.7,25.5,153.2594872,0.391,10.7
"1587",2015,75,NA,99,1318,4.6,99,NA,0.1,9643.644683,0.787,13.1
"1588",2014,74.8,0.52,96,221,39.5,97,4.17,0.1,11183.96191,0.783,13
"1589",2013,74.6,0.53,96,195,38.5,97,4.2,0.1,1882.27842,0.779,12.9
"1590",2012,74.5,0.53,97,1868,37.4,97,4.1,0.1,1779.49641,0.776,12.9
"1591",2011,74.3,0.51,96,1569,36.3,96,3.89,0.1,145.1262,0.774,13
"1592",2010,74.1,0.49,96,73,35.3,96,3.99,0.1,971.356987,0.764,12.8
"1593",2009,74,0.47,96,153,34.4,97,3.97,0.1,7326.744435,0.756,12.6
"1594",2008,73.8,0.47,97,334,33.4,97,3.47,0.1,8513.629541,0.747,12.5
"1595",2007,73.7,0.43,96,394,32.5,97,3.61,0.1,7269.17114,0.736,12.3
"1596",2006,73.6,0.42,95,564,31.6,95,3.65,0.1,6222.982955,0.732,12.7
"1597",2005,73.4,0.46,96,1407,3.7,96,3.29,0.1,5593.822995,0.734,12.9
"1598",2004,73.2,0.49,94,5729,29.8,95,3.74,0.1,4955.477743,0.731,12.7
"1599",2003,73.1,0.48,95,632,28.8,96,3.95,0.1,4463.675893,0.724,12.1
"1600",2002,72.9,0.49,95,408,27.9,94,3.4,0.1,4167.364387,0.723,12
"1601",2001,72.7,0.53,95,2198,27,95,3.4,0.1,3915.11546,0.725,11.9
"1602",2000,72.4,0.54,97,6187,26,98,3.4,0.1,445.17471,0.715,11.6
"1603",2015,78.5,NA,99,0,27.4,99,NA,0.1,8395.785198,0.701,12.7
"1604",2014,78.2,0.01,99,0,26.2,99,13.73,0.1,7716.2415,0.693,12.7
"1605",2013,77.9,0.01,99,0,25.1,99,11.16,0.1,7112.33575,0.683,12.4
"1606",2012,77.6,0.01,99,0,24.1,99,9.16,0.1,6541.7465,0.675,12.1
"1607",2011,77.3,1.92,96,0,23.1,96,8.11,0.1,6497.55443,0.663,11.8
"1608",2010,76.7,1.83,97,0,22.1,97,7.93,0.1,633.79498,0.653,11.6
"1609",2009,76.3,1.59,98,6,21.2,98,9.22,0.1,597.1659,0.651,11.8
"1610",2008,75.9,1.76,98,0,2.3,98,9.3,0.1,5828.621374,0.641,11.8
"1611",2007,75.4,1.78,98,20,19.5,98,6.64,0.1,52.862285,0.632,11.9
"1612",2006,75,1.62,98,47,18.7,98,7.37,0.1,4428.522898,0.622,12
"1613",2005,74.3,1.47,98,1395,18,98,9.52,0.1,3488.493769,0.625,12.1
"1614",2004,73.4,1.6,97,37,17.3,96,5.89,0.1,3853.33348,0.617,12.2
"1615",2003,72.7,1.75,98,75,16.7,98,5.9,0.1,3432.247841,0.601,11.8
"1616",2002,71.8,1.95,98,926,16.2,98,5.78,0.1,32.37239,0.597,12
"1617",2001,78,1.98,98,0,15.6,97,5.84,0.1,298.67598,0.587,11.8
"1618",2000,69.6,1.83,96,20,15.2,98,8,0.1,2182.99711,0.577,11.3
"1619",2015,58.2,NA,64,215,23.8,66,NA,1.5,729.725338,0.438,8.4
"1620",2014,57.8,0.01,73,290,23.2,74,6.86,1.6,825.5729915,0.43,8.2
"1621",2013,57.3,0.01,69,221,22.5,7,6.58,1.6,777.659139,0.421,8
"1622",2012,57.2,0.01,66,341,21.9,72,6.47,1.5,777.3476868,0.411,7.7
"1623",2011,56.8,0.61,66,24,21.3,72,6.59,1.5,835.88998,0.404,7.5
"1624",2010,56.5,0.6,72,1719,2.7,77,6.35,1.5,78.377632,0.396,7.3
"1625",2009,56,0.59,71,2939,2.2,77,6.85,1.6,697.153124,0.385,7.1
"1626",2008,55.5,0.57,74,98,19.6,74,6.74,1.6,689.6784228,0.36,5.8
"1627",2007,55,0.55,74,2,19,76,6.97,1.7,595.6368319,0.363,6.4
"1628",2006,54.3,0.53,9,128,18.5,79,6.56,1.8,521.6425796,0.35,6.1
"1629",2005,53.6,0.55,83,33,18,78,6.34,1.9,487.942556,0.338,5.8
"1630",2004,52.8,0.49,73,172,17.5,7,6.28,2,439.3572924,0.333,5.5
"1631",2003,52,0.54,79,232,17,67,6.25,2.2,391.791281,0.318,5.2
"1632",2002,51.2,0.53,NA,717,16.5,65,6.32,2.3,334.22416,0.308,4.9
"1633",2001,55,0.51,NA,4464,16.1,56,6.39,2.4,36.8473237,0.297,4.6
"1634",2000,49.8,0.47,NA,1578,15.6,53,6.29,2.5,269.3483829,0.291,4.4
"1635",2015,81.7,NA,95,2,69.6,97,NA,0.1,23819.4636,0.853,14.6
"1636",2014,81.4,8.49,9,0,69.2,99,9.75,0.1,2618.92599,0.847,14.3
"1637",2013,81.1,8.58,94,0,68.8,99,9.89,0.1,2393.1888,0.828,14.2
"1638",2012,81,7.67,93,0,68.4,99,9.95,0.1,2193.8836,0.821,14.1
"1639",2011,87,6.91,82,3,68,96,9.6,0.1,22821.847,0.826,14.8
"1640",2010,83,7.91,75,0,67.6,76,8.3,0.1,2187.79469,0.819,14.6
"1641",2009,82,7.38,86,1,67.1,73,8.33,0.1,2675.58259,0.815,14.4
"1642",2008,80,7.14,86,1,66.6,72,8.15,0.1,21928.767,0.813,14.6
"1643",2007,79.6,7.45,82,2,66.1,76,8.36,0.1,19375.5696,0.808,14.4
"1644",2006,79.3,8.84,86,1,65.6,83,8.93,0.1,16671.5672,0.809,14.8
"1645",2005,79,6.41,85,6,65,94,8.83,0.1,15835.34667,0.805,14.8
"1646",2004,78.7,6.53,85,4,64.5,89,8.46,0.1,1519.5497,0.797,14.2
"1647",2003,78.5,6.7,89,4,63.9,94,8.6,0.1,13689.98999,0.79,13.8
"1648",2002,78.2,5.73,NA,7,63.4,95,7.86,0.1,11843.9392,0.786,13.8
"1649",2001,77.8,5.62,NA,2,62.8,95,7.11,0.1,1121.78636,0.783,13.7
"1650",2000,77.5,5.59,NA,2,62.3,94,6.83,0.1,1139.5651,0.779,13.8
"1651",2013,NA,0.01,8,0,81.6,79,17.24,0.1,3617.752354,NA,0
"1652",2015,63.1,NA,73,1,3.8,67,NA,0.9,1158.256469,0.513,8.5
"1653",2014,63,0.01,84,14,3.1,84,3.77,0.9,1326.66882,0.509,8.5
"1654",2013,62.7,0.01,8,62,29.4,8,3.63,1.1,145.57838,0.501,8.2
"1655",2012,62.5,0.01,8,35,28.8,8,3.36,1.2,1364.283745,0.491,7.8
"1656",2011,62.2,0.01,75,234,28.1,73,2.87,1.2,1393.261593,0.487,7.7
"1657",2010,62,0.01,64,1292,27.4,52,3.28,1.2,123.383675,0.484,7.6
"1658",2009,61.7,0.01,64,322,26.8,63,3.79,1.2,146.83851,0.476,7.1
"1659",2008,61.4,0.02,74,4,26.1,73,3.23,1.3,1167.535689,0.475,7.2
"1660",2007,61.2,0.02,74,11,25.5,75,3.54,1.3,113.3128,0.475,7.4
"1661",2006,69,0.01,68,22,24.8,68,3.21,1.3,944.134851,0.466,7.2
"1662",2005,66,0.01,42,127,24.2,71,4.21,1.3,697.7451989,0.461,7.2
"1663",2004,64,0.01,NA,5039,23.6,68,4.7,1.3,62.547286,0.451,6.7
"1664",2003,63,0.01,NA,3611,22.9,75,4.53,1.3,528.586613,0.447,6.6
"1665",2002,62,0.02,NA,883,22.3,91,5.31,1.2,46.9542322,0.446,6.5
"1666",2001,61,0.01,NA,1398,21.7,75,4.34,1.2,464.229758,0.444,6.5
"1667",2000,60,0.03,NA,0,21.1,58,5.26,1.1,477.476124,0.443,6.4
"1668",2015,74.6,NA,97,0,33.3,98,NA,0.1,9252.11724,0.779,15.2
"1669",2014,74.2,0.01,97,0,32.8,98,4.81,0.1,1153.93822,0.769,14.7
"1670",2013,74.1,0.01,98,0,32.3,98,4.82,0.1,9637.265,0.765,14.7
"1671",2012,73.9,0.01,98,0,31.8,98,4.76,0.1,9291.227619,0.756,14.3
"1672",2011,73.6,3.03,98,2,31.3,98,5.2,0.1,9197.26972,0.748,14.1
"1673",2010,73.3,2.95,99,12,3.7,99,5.29,0.2,8.376432,0.74,14
"1674",2009,72.8,2.83,99,15,3.2,99,4.97,0.1,7318.12641,0.734,13.8
"1675",2008,72.7,2.49,99,12,29.7,99,4.6,0.1,83.635,0.728,13.6
"1676",2007,72.9,3.24,97,13,29.1,96,4.24,0.1,6574.654338,0.72,13.5
"1677",2006,71.8,3.73,97,3,28.6,98,4.38,0.1,5695.969327,0.713,13.4
"1678",2005,72.1,3.94,97,7,28,97,4.47,0.1,5116.45424,0.704,13
"1679",2004,71.9,4.16,98,28,27.5,98,4.29,0.1,5229.876738,0.696,12.8
"1680",2003,71.5,4.08,97,777,26.9,99,4.15,0.1,4623.347642,0.687,12.6
"1681",2002,71.5,4.14,88,0,26.4,88,4.24,0.1,3957.51296,0.683,12.5
"1682",2001,71.5,4.38,92,0,25.8,93,3.87,0.1,3792.182152,0.673,12.2
"1683",2000,71,4.6,88,0,25.3,88,3.78,0.1,3861.32414,0.667,12.1
"1684",2015,76.7,NA,82,0,63.5,87,NA,0.1,9143.128494,0.758,13.3
"1685",2014,76.6,5.26,84,3,62.8,87,6.3,0.1,1452.27766,0.754,13.1
"1686",2013,76.6,5.23,82,0,62.1,83,6.3,0.1,1298.86766,0.753,12.9
"1687",2012,76.3,5.29,99,0,61.5,99,6.21,0.1,982.532572,0.748,12.7
"1688",2011,76.1,5.3,98,3,6.8,97,6.4,0.1,9834.472689,0.745,12.6
"1689",2010,75.6,5.21,93,0,6.1,95,6.39,0.1,8959.581416,0.739,12.5
"1690",2009,75.7,5.27,95,0,59.4,95,6.6,0.1,7748.12331,0.738,12.5
"1691",2008,75.6,5.36,97,0,58.7,96,6.6,0.1,9689.52887,0.735,12.3
"1692",2007,76,5.35,98,0,57.9,98,5.92,0.1,933.341687,0.731,12.3
"1693",2006,75.8,5.11,98,23,57.2,98,5.83,0.1,8767.92258,0.723,12.2
"1694",2005,75.3,4.93,98,6,56.4,98,6.4,0.1,7986.798439,0.719,12.2
"1695",2004,75.4,4.9,98,64,55.7,98,6.11,0.1,7199.59665,0.714,12.1
"1696",2003,75,4.88,98,44,54.9,98,6.2,0.1,6751.998987,0.708,11.9
"1697",2002,75,4.77,97,0,54.1,98,5.52,0.1,716.8219,0.703,11.6
"1698",2001,75,4.86,97,3,53.2,97,5.35,0.1,731.378864,0.7,11.6
"1699",2000,74.8,4.99,97,30,52.4,97,4.98,0.1,672.92113,0.694,11.4
"1700",2015,69.4,NA,78,0,69.4,71,NA,0.1,NA,0.637,11.7
"1701",2014,69.4,1.58,81,140,68.7,76,13.71,0.1,NA,0.639,11.7
"1702",2013,69.2,1.67,83,0,68.1,81,13.38,0.1,NA,0.641,11.7
"1703",2012,69,2.98,82,0,67.5,81,12.77,0.1,NA,0.64,11.7
"1704",2011,68.9,1.89,83,0,67,83,13.76,0.1,NA,0.638,11.7
"1705",2010,68.7,1.76,88,0,66.4,85,13.83,0.1,NA,0.633,11.5
"1706",2009,68.5,2.06,89,0,65.8,81,13.44,0.1,NA,0.629,11.4
"1707",2008,68.4,1.97,89,0,65.2,88,12.94,0.1,NA,0.628,11.2
"1708",2007,68.2,1.64,9,0,64.7,79,11.99,0.1,NA,0.625,11
"1709",2006,68,1.73,84,0,64.1,81,11.92,0.1,NA,0.622,10.9
"1710",2005,67.9,1.9,91,0,63.6,94,12.11,0.1,NA,0.617,10.7
"1711",2004,67.7,2.02,8,0,63.2,82,1.64,0.1,NA,0.616,10.5
"1712",2003,67.5,3.15,89,0,62.8,88,9.69,0.1,NA,0.612,10.4
"1713",2002,66.2,2.78,85,0,62.4,84,8.2,0.1,NA,0.608,10.2
"1714",2001,67.2,2.82,81,0,62,79,8.58,0.1,NA,0.604,10.1
"1715",2000,67,2.23,87,0,61.5,85,7.88,0.1,NA,0,0
"1716",2013,NA,0.01,99,0,NA,99,4.3,0.1,NA,NA,NA
"1717",2015,68.8,NA,99,20359,52.7,99,NA,0.1,3944.1839,0.733,14.8
"1718",2014,68.4,0.01,99,0,51.5,99,4.73,0.1,4181.583321,0.729,14.8
"1719",2013,68.1,0.01,98,0,5.4,98,4.21,0.1,4385.379355,0.72,14.7
"1720",2012,67.8,0.01,99,0,49.2,99,4.22,0.1,4368.82248,0.712,14.7
"1721",2011,67.3,0.01,99,0,48,99,4.45,0.1,3769.595255,0.701,14.6
"1722",2010,66.3,5.8,96,7,46.9,96,4.7,0.1,265.353659,0.693,14.3
"1723",2009,66.9,4.61,97,8,45.9,96,5.29,0.1,1717.898761,0.686,13.8
"1724",2008,67.4,4.26,96,31,44.9,95,5.58,0.1,2139.625631,0.673,13.4
"1725",2007,65.9,3.79,98,12,43.9,99,5.6,0.1,1634.81431,0.661,13
"1726",2006,65,2.91,98,26,43,98,4.68,0.1,1334.651896,0.649,12.7
"1727",2005,64.5,2.75,98,0,42.1,99,5.9,0.1,998.8226671,0.637,11.8
"1728",2004,64,1.75,98,0,41.3,99,5.99,0.1,797.8377432,0.621,11.2
"1729",2003,64,1.31,98,18,4.5,98,6.18,0.1,646.561295,0.609,10.5
"1730",2002,63.8,2.43,98,1205,39.8,98,5.81,0.1,571.51883,0.599,10.1
"1731",2001,63.2,2.87,95,10677,39.1,95,5.45,0.1,524.145924,0.588,9.4
"1732",2000,62.8,2.79,93,925,38.5,94,4.92,0.1,474.2133361,0.582,8.9
"1733",2015,76.1,NA,82,0,61.8,89,NA,0.1,6461.192554,0.804,15.1
"1734",2014,75.9,0.01,87,0,61.3,91,6.42,0.1,7378.345289,0.803,15.1
"1735",2013,75.8,0.01,9,0,6.7,94,6.43,0.1,7186.429787,0.799,15.1
"1736",2012,75.6,0.01,9,0,6.2,94,7.25,0.1,6586.71929,0.797,15.1
"1737",2011,75.4,6.56,91,5,59.7,95,6.92,0.1,7318.742449,0.792,15.1
"1738",2010,75.3,6.56,9,5,59.1,93,6.9,0.1,6682.281158,0.787,15
"1739",2009,75,6.45,87,0,58.5,91,6.7,0.1,6698.79439,0.785,14.6
"1740",2008,74.6,6.17,93,0,57.8,95,6.13,0.1,7325.73474,0.774,14.2
"1741",2007,74.2,4.98,9,0,57.2,92,6.74,0.1,5957.145693,0.762,13.6
"1742",2006,73.8,5.38,9,0,56.5,9,8.1,0.1,4383.59597,0.751,13.2
"1743",2005,73.6,NA,NA,0,55.7,NA,8.46,0.1,3674.617924,0.746,12.8
"1744",2004,73.5,0.01,NA,0,55,NA,8.45,0.1,338.199535,0.74,12.6
"1745",2003,73.5,0.01,NA,0,54.2,NA,8.91,0.1,2789.1735,0,0
"1746",2002,73.4,0.01,NA,0,53.5,NA,8.33,0.1,216.243274,0,0
"1747",2001,73.3,0.01,NA,0,52.7,NA,8.23,0.1,199.583957,0,0
"1748",2000,73,0.01,NA,0,51.9,NA,7.32,0.1,1627.42893,0,0
"1749",2015,74.3,NA,99,17,58.5,99,NA,0.1,2847.285569,0.645,12.1
"1750",2014,74.1,0.43,99,10,57.5,99,5.91,0.1,3154.513484,0.64,12.1
"1751",2013,73.9,0.45,99,92,56.5,99,5.94,0.1,3111.762887,0.634,12.1
"1752",2012,73.6,0.55,99,668,55.5,99,6.15,0.1,294.746728,0.623,11.6
"1753",2011,73.3,0.54,98,982,54.6,98,5.99,0.1,339.91616,0.612,11.2
"1754",2010,72.8,0.56,98,633,53.6,99,5.86,0.1,2834.2472,0.603,10.7
"1755",2009,72.3,0.62,98,834,52.7,99,5.67,0.1,2861.5545,0.596,10.5
"1756",2008,71.8,0.51,97,1455,51.7,99,5.41,0.1,2884.94776,0.589,10.3
"1757",2007,71.4,0.56,95,2248,5.8,95,5.48,0.1,2494.353552,0.581,10
"1758",2006,71,0.58,95,1217,49.9,97,5.23,0.1,2191.478567,0.575,10
"1759",2005,77,0.47,96,0,49.1,98,5.6,0.1,213.755559,0.569,9.8
"1760",2004,72,0.56,95,6399,48.2,97,5.22,0.1,1948.812275,0.561,9.6
"1761",2003,69.9,0.58,9,10841,47.3,91,5.25,0.1,1721.973863,0.551,9.3
"1762",2002,69.5,0.46,92,6000,46.5,94,5.31,0.1,1413.757176,0.54,8.8
"1763",2001,69,0.46,84,2724,45.7,93,4.44,0.1,1336.775376,0.53,8.5
"1764",2000,68.6,0.45,43,7368,44.8,95,4.18,0.1,1332.382358,0.519,8
"1765",2015,57.6,NA,8,79,22.6,8,NA,3.9,528.3125597,0.414,9.1
"1766",2014,56.7,0.01,79,9,22.2,79,6.98,4.1,623.2871141,0.409,9.1
"1767",2013,55.3,1.16,78,8,21.8,78,5.9,5.1,65.985681,0.405,9.1
"1768",2012,54.8,1.19,76,145,21.3,73,5.58,6.9,566.513873,0.4,9.2
